Name	cz	groupcz	logstellarmass	RA	DEC	Tel	F21	e_F21	rms	limflag	confused	F21corr	eF21corr-rand	eF21corr-sys	deconf-mode	groupid-s	groupmass-s	groupid-b	groupmass-b	dens-s	dens-corr-s	dens-b	dens-corr-b	dist-s	f_dist-s	dist-b	f_dist-b
rs0166	6105.3	6107.3	10.01	148.43262	2.3741	ALFALFA	4.52	0.13	2.81	0	0	0.0	0.0	0.0	0	13232	11.82	23460	11.88	11.2	11.2	11.29	11.29	5.25	0	5.63	0
rs0168	6046.8	6033.14	9.03	148.44336	0.4945	ALFALFA	1.9	0.09	2.68	0	0	0.0	0.0	0.0	0	13612	11.15	23861	11.27	11.57	11.57	11.52	11.52	3.01	0	3.25	0
rs1326	7197.0	7196.76	10.05	148.54445	2.28746	ALFALFA	3.25	0.07	2.81	0	0	0.0	0.0	0.0	0	13259	11.6	23488	11.71	10.77	10.77	10.61	10.61	10.54	0	11.35	0
rs0169	5981.1	5972.32	10.09	148.58454	2.29763	GBT	0.24	0.0	1.52	1	0	0.0	0.0	0.0	0	13232	11.82	23460	11.88	11.2	11.2	11.29	11.29	5.25	0	5.63	0
rs0172	4974.8	4960.02	9.23	148.94276000000002	3.4051099999999996	ALFALFA	0.81	0.09	2.8	0	0	0.0	0.0	0.0	0	12557	11.23	22755	11.11	11.0	11.0	10.94	10.94	8.1	0	8.4	0
rs0174	6159.9	6213.47	8.69	149.2338	3.38288	ALFALFA	2.35	0.1	2.76	0	1	1.59	0.19	0.19	3	0	0.0	22761	11.53	0.0	0.0	10.83	10.83	0.0	0	7.33	0
rs0175	6264.8	6213.47	9.81	149.2449	3.35644	ALFALFA	2.35	0.1	2.76	0	1	0.94	0.15	0.19	2	12562	11.49	22761	11.53	10.79	10.79	10.83	10.83	6.89	0	7.33	0
rs0179	6837.5	6832.12	8.79	150.15804	3.1272	ALFALFA	0.66	0.09	2.69	0	0	0.0	0.0	0.0	0	0	0.0	26229	11.09	0.0	0.0	11.3	11.3	0.0	0	1.91	0
rs0180	6235.3	6239.57	8.99	150.21025	1.3356	ALFALFA	0.71	0.07	2.63	0	0	0.0	0.0	0.0	0	13636	11.19	23896	11.13	11.97	11.97	11.86	11.86	2.82	0	2.95	0
rs0181	6847.5	6794.4	10.59	150.52922	3.05781	ALFALFA	0.75	0.08	2.58	0	0	0.0	0.0	0.0	0	13554	12.13	23804	12.03	11.78	11.78	11.59	11.59	0.0	0	0.0	0
rs0182	6236.3	6236.33	9.19	150.54676	2.02172	GBT	0.39	0.04	0.89	0	0	0.0	0.0	0.0	0	13651	11.18	26230	11.07	11.18	11.18	11.19	11.19	3.26	0	3.48	0
rs0183	6268.4	6254.59	9.81	150.68918	4.45505	ALFALFA	0.86	0.08	2.54	0	0	0.0	0.0	0.0	0	13747	11.54	24023	11.45	11.49	11.49	11.12	11.12	4.3	0	4.3	0
rs0184	6247.7	6247.7	8.43	151.02216	3.4944900000000003	ALFALFA	1.06	0.1	3.23	0	0	0.0	0.0	0.0	0	0	0.0	20352	11.11	0.0	0.0	12.03	12.03	0.0	0	2.39	0
rs0185	6380.2	6380.19	9.43	151.07908	0.12050999999999999	ALFALFA	2.05	0.11	2.73	0	0	0.0	0.0	0.0	0	13598	11.3	23846	11.38	12.68	12.68	12.65	12.65	1.25	0	1.26	0
rs0187	6324.9	6326.0	9.63	151.16378	0.28158	GBT	0.09	0.0	0.87	1	0	0.0	0.0	0.0	0	13602	11.4	23851	11.22	12.98	12.98	12.97	12.97	0.89	0	0.87	0
rs0188	6545.7	6549.78	9.47	151.30456999999998	4.16354	ALFALFA	1.74	0.06	2.33	0	0	0.0	0.0	0.0	0	13734	11.36	24008	11.38	11.83	11.83	12.19	12.19	1.84	0	1.82	0
rs0189	6571.9	6633.97	9.93	151.31063	2.74326	ALFALFA	1.48	0.1	2.41	0	0	0.0	0.0	0.0	0	13634	11.91	23892	12.0	12.35	12.35	12.33	12.33	1.63	0	0.0	0
rs0190	6427.9	6633.97	10.23	151.32813000000002	2.4958	ALFALFA	0.82	0.13	2.9	0	0	0.0	0.0	0.0	0	13634	11.91	23892	12.0	12.35	12.35	12.33	12.33	1.63	0	0.0	0
rs0191	6226.1	6146.77	10.63	151.35028	0.544	ALFALFA	0.59	0.0	3.13	1	0	0.0	0.0	0.0	0	10240	13.16	23666	13.07	12.6	12.6	12.94	12.94	0.0	0	0.0	0
rs0192	6894.1	6633.97	9.03	151.35233	2.5491	ALFALFA	1.24	0.1	2.52	0	0	0.0	0.0	0.0	0	13634	11.91	23892	12.0	12.35	12.35	12.33	12.33	1.63	0	0.0	0
rs0193	6681.4	6633.97	9.19	151.36526	2.63351	ALFALFA	1.47	0.08	2.68	0	0	0.0	0.0	0.0	0	13634	11.91	23892	12.0	12.35	12.35	12.33	12.33	1.63	0	0.0	0
rs0194	5947.4	6146.77	9.91	151.3829	0.61107	AO	0.1	0.0	0.67	1	0	0.0	0.0	0.0	0	10240	13.16	23666	13.07	12.6	12.6	12.94	12.94	0.0	0	0.0	0
rs0195	6938.2	6982.14	10.01	151.39571999999998	3.05375	ALFALFA	1.54	0.1	2.52	0	0	0.0	0.0	0.0	0	12588	11.9	22787	11.91	12.17	12.17	12.19	12.19	0.48	0	0.51	0
rs0196	6048.5	6146.77	10.81	151.45756	0.63346	ALFALFA	0.48	0.0	2.91	1	0	0.0	0.0	0.0	0	10240	13.16	23666	13.07	12.05	12.16	12.94	12.94	0.0	0	0.0	0
rs0197	6172.5	6146.77	10.79	151.46101000000002	0.6319100000000001	ALFALFA	0.52	0.0	2.86	1	0	0.0	0.0	0.0	0	10240	13.16	23666	13.07	12.6	12.6	12.94	12.94	0.0	0	0.0	0
rs0198	6146.6	6146.77	8.99	151.48049	0.65228	ALFALFA	0.23	0.0	3.05	1	0	0.0	0.0	0.0	0	10240	13.16	0	0.0	12.6	12.6	0.0	0.0	0.0	0	0.0	0
rs0200	6310.5	6146.77	9.17	151.48373	0.6174	GBT	0.27	0.03	0.75	0	1	0.13	0.02	0.13	1	10240	13.16	0	0.0	12.6	12.6	0.0	0.0	0.0	0	0.0	0
rs0201	6635.3	6687.21	10.17	151.50878	4.52222	ALFALFA	0.58	0.08	2.45	0	0	0.0	0.0	0.0	0	12586	11.7	22786	11.59	11.65	11.65	11.63	11.63	3.13	0	3.13	0
rs0202	7041.5	6982.14	10.25	151.51295	3.10983	ALFALFA	1.14	0.1	2.54	0	0	0.0	0.0	0.0	0	12588	11.9	22787	11.91	12.17	12.17	12.19	12.19	0.48	0	0.51	0
rs0203	6436.9	6532.99	9.59	151.53482	2.9692	GBT	0.09	0.0	0.76	1	0	0.0	0.0	0.0	0	13652	12.43	23917	12.36	12.42	12.42	12.4	12.4	0.0	0	0.0	0
rs0205	6601.7	6532.99	10.83	151.54371	2.91303	ALFALFA	0.4	0.0	2.57	1	0	0.0	0.0	0.0	0	13652	12.43	23917	12.36	12.42	12.42	12.4	12.4	0.0	0	0.0	0
rs0206	6543.2	6539.88	9.69	151.55147	2.52373	ALFALFA	0.7	0.09	2.58	0	0	0.0	0.0	0.0	0	13669	11.51	20098	11.48	12.32	12.32	12.25	12.25	1.71	0	1.35	0
rs0207	6757.3	6757.3	8.03	151.55659	4.03367	ALFALFA	0.66	0.06	2.21	0	0	0.0	0.0	0.0	0	0	0.0	26231	11.02	0.0	0.0	12.04	12.04	0.0	0	1.04	0
rs0208	6625.5	6632.02	10.63	151.57036000000002	3.82786	ALFALFA	1.59	0.12	2.51	0	0	0.0	0.0	0.0	0	13653	12.19	23919	12.21	11.79	11.79	11.84	11.84	0.0	0	0.0	0
rs0209	6615.6	6618.12	9.55	151.58399	3.1246099999999997	GBT	0.16	0.02	0.65	0	0	0.0	0.0	0.0	0	13652	12.43	23917	12.36	12.42	12.42	12.4	12.4	0.0	0	0.0	0
rs0210	6542.0	6539.88	8.37	151.63078000000002	2.4826200000000003	ALFALFA	0.87	0.06	2.64	0	0	0.0	0.0	0.0	0	0	0.0	20098	11.48	0.0	0.0	12.25	12.25	0.0	0	1.35	0
rs0211	6195.7	6195.67	9.85	151.65456	0.63265	GBT	0.32	0.04	0.84	0	0	0.0	0.0	0.0	0	10240	13.16	23866	11.34	12.6	12.6	12.65	12.65	0.0	0	0.51	0
rs0212	6622.9	6623.42	8.67	151.78583	2.65673	ALFALFA	0.82	0.09	2.64	0	0	0.0	0.0	0.0	0	0	0.0	23944	11.12	0.0	0.0	12.34	12.34	0.0	0	1.59	0
rs0213	6214.5	6214.76	8.81	151.79931000000002	0.80913	ALFALFA	0.95	0.07	2.84	0	0	0.0	0.0	0.0	0	0	0.0	23875	11.11	0.0	0.0	12.37	12.37	0.0	0	0.91	0
rs0214	6405.9	6404.32	9.09	151.80694	2.90255	ALFALFA	0.27	0.05	2.7	0	0	0.0	0.0	0.0	0	13688	11.17	0	0.0	12.24	12.24	0.0	0.0	0.95	0	0.0	0
rs0218	6682.9	6682.93	9.01	151.94156999999998	3.37123	ALFALFA	1.07	0.08	2.34	0	0	0.0	0.0	0.0	0	13709	11.17	23978	11.2	12.14	12.14	12.2	12.2	1.95	0	2.06	0
rs0221	6394.6	6396.46	9.29	152.07076	2.2732200000000002	ALFALFA	0.7	0.07	2.96	0	0	0.0	0.0	0.0	0	13659	11.26	23926	11.19	11.4	11.4	11.62	11.62	3.12	0	3.3	0
rs0222	6313.9	6313.71	9.81	152.6163	2.22839	ALFALFA	2.75	0.1	2.7	0	1	2.75	0.1	1.31	1	13784	11.45	24065	11.6	10.9	10.9	11.05	11.05	3.89	0	4.28	0
rs0225	6300.3	6281.2	9.31	152.73496	1.07208	ALFALFA	1.33	0.1	2.84	0	0	0.0	0.0	0.0	0	13631	11.21	23886	11.25	10.85	10.85	11.08	11.08	2.64	0	2.96	0
rs0226	6257.4	6244.48	8.95	153.10508000000002	1.24591	ALFALFA	2.05	0.1	2.98	0	0	0.0	0.0	0.0	0	15929	11.11	23893	11.29	11.06	11.06	11.13	11.13	3.42	0	3.79	0
rs0227	6042.9	6015.64	9.89	153.46892	0.55093	ALFALFA	3.74	0.09	2.95	0	0	0.0	0.0	0.0	0	13897	11.49	24176	11.57	11.07	11.07	11.19	11.19	3.75	1	4.15	1
rs0231	6280.0	6282.68	9.31	154.03891000000002	1.19115	ALFALFA	0.8	0.11	3.1	0	0	0.0	0.0	0.0	0	13499	11.24	23745	11.18	10.95	10.95	11.11	11.11	5.16	1	5.67	1
rs1329	4316.7	4320.89	8.57	154.17132	2.0746700000000002	ALFALFA	1.3	0.08	2.38	0	0	0.0	0.0	0.0	0	0	0.0	26241	11.0	0.0	0.0	0.0	0.0	0.0	0	22.3	1
rs0232	6531.4	6531.06	8.53	154.30921	1.72019	ALFALFA	1.49	0.11	3.15	0	1	1.38	0.15	0.28	1	0	0.0	23905	11.19	0.0	0.0	10.73	10.73	0.0	0	6.8	1
rs0234	6153.4	6151.17	8.99	154.37412	0.20065999999999998	ALFALFA	0.83	0.09	3.18	0	0	0.0	0.0	0.0	0	13600	11.13	23849	11.11	11.05	11.05	11.03	11.03	5.63	1	6.17	1
rs0237	6075.4	6069.98	9.69	154.82289	0.34448	GBT	0.34	0.04	0.87	0	0	0.0	0.0	0.0	0	14757	11.47	25040	11.33	11.16	11.16	11.11	11.11	6.37	1	6.09	1
rs0239	6230.3	6242.0	10.05	155.46486000000002	0.4102	AO	0.18	0.05	0.27	0	0	0.0	0.0	0.0	0	14059	11.88	24355	11.87	11.4	11.4	11.45	11.45	5.19	1	4.66	1
rs0240	6259.9	6242.0	10.03	155.47153	0.29548	ALFALFA	2.19	0.08	3.01	0	0	0.0	0.0	0.0	0	14059	11.88	24355	11.87	11.4	11.4	11.45	11.45	5.19	1	4.66	1
rs0242	6770.8	6716.99	9.21	155.58588999999998	3.9616599999999997	ALFALFA	3.34	0.18	2.57	0	1	1.24	0.21	0.41	3	13544	11.99	23795	12.07	11.11	11.11	11.21	11.21	10.16	0	0.0	0
rs0243	6292.6	6297.5	9.77	155.6004	1.19881	ALFALFA	3.41	0.11	2.8	0	0	0.0	0.0	0.0	0	14092	11.46	24388	11.56	11.52	11.52	11.41	11.41	4.03	0	3.62	0
rs0244	6662.0	6716.99	10.53	155.60124	3.9973099999999997	ALFALFA	5.69	0.12	2.42	0	1	5.27	0.17	1.05	2	13544	11.99	23795	12.07	11.11	11.11	11.21	11.21	10.16	0	0.0	0
rs0247	6620.4	6616.89	8.37	155.98262	1.0334299999999998	ALFALFA	0.74	0.09	3.6	0	0	0.0	0.0	0.0	0	0	0.0	26247	11.05	0.0	0.0	11.9	11.9	0.0	0	2.73	0
rs0249	6916.1	6822.68	8.45	156.0116	0.20783000000000001	ALFALFA	0.63	0.06	2.94	0	0	0.0	0.0	0.0	0	0	0.0	24428	11.75	0.0	0.0	11.14	11.36	0.0	0	4.23	1
rs0250	6830.9	6822.68	10.43	156.03187	0.14198	ALFALFA	2.22	0.12	2.91	0	1	2.22	0.12	0.88	1	14132	11.84	24428	11.75	11.31	11.35	11.24	11.24	4.72	1	4.23	1
rs0253	6307.8	6323.58	10.45	156.149	1.10984	GBT	0.27	0.0	1.63	1	0	0.0	0.0	0.0	0	14153	11.84	24455	11.74	11.86	11.86	11.95	11.95	2.32	0	2.11	0
rs0254	6739.0	6727.0	10.13	156.22105	3.84669	ALFALFA	1.74	0.1	2.35	0	0	0.0	0.0	0.0	0	14160	11.66	24461	11.64	11.47	11.47	11.57	11.57	9.04	0	3.11	0
rs0255	6635.2	6614.76	8.85	156.31323	0.89269	ALFALFA	1.5	0.1	2.63	0	1	1.5	0.14	0.3	2	0	0.0	23878	11.24	0.0	0.0	12.24	12.24	0.0	0	1.97	0
rs0256	6232.2	6272.42	9.31	156.33231999999998	0.63626	ALFALFA	2.04	0.11	2.82	0	0	0.0	0.0	0.0	0	14175	11.68	24476	11.85	12.05	12.05	12.56	12.56	2.3	0	2.06	0
rs0257	6599.2	6614.76	8.69	156.36588999999998	0.88366	ALFALFA	0.54	0.07	2.83	0	0	0.0	0.0	0.0	0	0	0.0	23878	11.24	0.0	0.0	12.24	12.24	0.0	0	1.97	0
rs0258	6797.2	6797.2	8.41	156.37939	0.38122	ALFALFA	1.07	0.1	2.99	0	0	0.0	0.0	0.0	0	0	0.0	20091	11.16	0.0	0.0	12.94	12.94	0.0	0	3.01	0
rs0259	6303.8	6272.42	9.83	156.42521000000002	0.7630399999999999	ALFALFA	4.31	0.1	2.76	0	0	0.0	0.0	0.0	0	14175	11.68	24476	11.85	12.05	12.05	12.56	12.56	2.3	0	2.06	0
rs0260	6690.5	6686.53	9.81	156.53658000000001	4.37303	ALFALFA	5.48	0.11	2.54	0	0	0.0	0.0	0.0	0	14197	11.47	24496	11.73	11.6	11.6	11.72	11.72	10.53	0	4.96	0
rs0261	6249.6	6243.64	10.01	156.58807	0.68496	ALFALFA	0.55	0.09	3.03	0	0	0.0	0.0	0.0	0	14204	11.63	24506	11.53	11.82	11.82	12.25	12.25	1.92	0	1.74	0
rs0263	6321.0	6328.02	9.77	156.68093000000002	1.00615	ALFALFA	4.28	0.13	2.88	0	1	4.29	0.13	1.72	1	14223	11.46	24524	11.5	12.53	12.53	12.69	12.69	0.95	0	0.86	0
rs0264	6318.9	6333.31	8.55	156.83775	0.42236	ALFALFA	0.77	0.09	3.14	0	0	0.0	0.0	0.0	0	0	0.0	26250	11.05	0.0	0.0	11.77	11.79	0.0	0	2.3	0
rs0266	6412.1	6441.28	9.97	156.85416999999998	1.2417799999999999	GBT	3.04	0.1	1.44	0	1	1.26	0.07	1.26	1	12337	12.57	22525	12.68	12.19	12.19	12.88	12.88	0.0	0	0.0	0
rs0267	6541.2	6441.28	10.27	156.87296	1.24678	GBT	3.02	0.2	2.81	0	1	2.73	0.17	1.95	1	12337	12.57	22525	12.68	12.19	12.19	12.88	12.88	0.0	0	0.0	0
rs0268	6469.2	6441.28	10.85	156.87368999999998	1.25464	ALFALFA	1.43	0.16	3.18	0	1	1.24	0.11	1.24	1	12337	12.57	22525	12.68	12.19	12.19	12.88	12.88	0.0	0	0.0	0
rs0269	6608.3	6605.17	9.07	156.87767	2.76825	ALFALFA	0.8	0.13	3.62	0	0	0.0	0.0	0.0	0	13678	11.19	23950	11.17	10.86	10.86	10.88	10.88	4.99	0	4.53	0
rs0270	6736.3	6752.33	9.61	156.88965	4.4667	ALFALFA	4.33	0.09	2.48	0	0	0.0	0.0	0.0	0	14237	11.63	24538	11.76	11.65	11.65	11.74	11.74	10.88	0	6.78	0
rs0271	6539.0	6539.0	8.77	156.91923	1.4373799999999999	ALFALFA	1.13	0.1	2.93	0	0	0.0	0.0	0.0	0	0	0.0	23899	11.18	0.0	0.0	12.44	12.44	0.0	0	0.6	0
rs0273	6330.0	6441.28	9.09	156.93167	1.1939600000000001	ALFALFA	0.94	0.09	3.02	0	1	1.07	0.11	0.63	1	12337	12.57	22525	12.68	12.19	12.19	12.88	12.88	0.0	0	0.0	0
rs0274	6540.8	6540.78	9.35	156.96057	2.1190599999999997	ALFALFA	1.26	0.09	2.76	0	0	0.0	0.0	0.0	0	14873	11.32	25148	11.31	11.81	11.81	11.18	11.18	2.86	0	2.6	0
rs0275	6709.3	6706.06	8.99	157.0657	4.40656	ALFALFA	1.44	0.08	2.32	0	0	0.0	0.0	0.0	0	13743	11.11	24019	11.25	11.68	11.68	11.77	11.77	10.62	0	7.46	0
rs0276	6498.5	6424.25	8.87	157.12063999999998	1.24991	ALFALFA	2.87	0.11	2.66	0	0	0.0	0.0	0.0	0	0	0.0	20955	11.59	0.0	0.0	12.57	12.57	0.0	0	0.78	0
rs0278	6393.9	6424.25	9.59	157.1689	1.3486	ALFALFA	1.85	0.14	3.21	0	1	1.2	0.12	0.6	1	10842	11.36	20955	11.59	12.19	12.19	12.57	12.57	0.97	0	0.78	0
rs0279	6715.7	6714.82	10.27	157.20811	4.96057	ALFALFA	0.29	0.0	2.58	1	0	0.0	0.0	0.0	0	14834	11.71	25112	11.59	11.29	11.29	11.38	11.38	10.75	1	9.21	0
rs0280	6573.6	6573.62	9.45	157.40458999999998	0.95116	ALFALFA	2.78	0.11	2.76	0	0	0.0	0.0	0.0	0	13625	11.33	23881	11.46	12.0	12.0	12.15	12.15	1.92	0	1.75	0
rs0282	5962.9	5961.34	9.71	157.98543	3.0817799999999997	ALFALFA	1.02	0.08	2.43	0	0	0.0	0.0	0.0	0	14325	11.47	24621	11.38	11.32	11.32	11.3	11.3	6.39	0	5.74	0
rs0283	6415.9	6429.3	9.03	158.11208	2.55487	ALFALFA	2.41	0.08	2.28	0	0	0.0	0.0	0.0	0	15457	11.21	25754	11.37	11.07	11.07	11.05	11.05	5.71	0	5.19	0
rs0284	6074.4	6073.8	8.59	158.11598999999998	3.9140800000000002	ALFALFA	1.14	0.08	2.29	0	0	0.0	0.0	0.0	0	0	0.0	20092	11.13	0.0	0.0	12.07	12.07	0.0	0	8.02	0
rs0288	6427.9	6402.98	10.41	158.83741	3.5584300000000004	ALFALFA	1.74	0.11	2.34	0	0	0.0	0.0	0.0	0	14364	11.89	24653	11.86	11.02	11.02	11.03	11.03	8.36	0	8.69	0
rs0289	5493.8	5493.34	9.05	158.85451	3.29448	ALFALFA	0.58	0.07	2.36	0	0	0.0	0.0	0.0	0	13707	11.17	26256	11.04	10.37	10.37	10.27	10.31	9.15	0	8.11	0
rs0290	6389.4	6378.26	8.49	158.88432	1.4487299999999999	ALFALFA	1.39	0.09	2.87	0	0	0.0	0.0	0.0	0	0	0.0	23900	11.2	0.0	0.0	10.65	10.65	0.0	0	5.74	0
rs0296	5460.9	5460.88	8.35	159.46603000000002	2.38896	ALFALFA	1.38	0.06	2.95	0	0	0.0	0.0	0.0	0	0	0.0	23715	11.15	0.0	0.0	10.59	10.59	0.0	0	5.87	0
rs0297	6181.8	6181.8	8.45	159.47069	4.81323	ALFALFA	0.96	0.1	2.65	0	0	0.0	0.0	0.0	0	0	0.0	20358	11.97	0.0	0.0	11.0	11.0	0.0	0	8.63	0
rs0299	6440.3	6448.52	10.29	159.52943	4.89452	ALFALFA	5.9	0.12	2.27	0	0	0.0	0.0	0.0	0	14447	11.81	20358	11.97	10.9	10.9	11.0	11.0	7.68	0	8.63	0
rs0300	5601.0	5568.46	8.53	159.56784	0.11975	ALFALFA	1.32	0.11	3.44	0	0	0.0	0.0	0.0	0	0	0.0	23716	11.38	0.0	0.0	12.06	12.07	0.0	0	0.95	0
rs0301	5394.8	5394.8	8.41	159.57054	1.09679	ALFALFA	1.65	0.17	3.89	0	0	0.0	0.0	0.0	0	0	0.0	20075	11.16	0.0	0.0	11.75	11.75	0.0	0	3.04	0
rs0303	6374.6	6377.12	8.55	159.8849	2.18796	ALFALFA	1.09	0.09	2.75	0	0	0.0	0.0	0.0	0	0	0.0	23924	11.14	0.0	0.0	11.15	11.15	0.0	0	4.14	0
rs0306	6416.9	6472.4	9.69	160.25534	0.63252	GBT	0.23	0.03	0.71	0	0	0.0	0.0	0.0	0	13463	11.5	23701	11.35	10.57	10.64	10.4	10.41	9.38	1	9.76	1
rs0308	5449.8	5453.87	9.49	160.47256000000002	0.7941	ALFALFA	3.8	0.09	3.09	0	0	0.0	0.0	0.0	0	14529	11.39	24813	11.47	11.83	11.83	11.4	11.4	3.07	0	2.72	0
rs0310	6375.9	6360.38	10.65	160.61432	2.76137	ALFALFA	1.07	0.13	2.88	0	0	0.0	0.0	0.0	0	14543	12.18	24827	12.11	11.35	11.35	11.46	11.46	0.0	0	0.0	0
rs0313	5590.4	5577.44	9.83	160.91248000000002	4.97061	ALFALFA	4.2	0.09	2.37	0	0	0.0	0.0	0.0	0	14564	11.52	24847	11.59	11.28	11.28	11.22	11.22	5.36	0	5.81	0
rs0314	5665.1	5664.68	9.21	160.99303999999998	1.93573	ALFALFA	3.28	0.07	2.6	0	0	0.0	0.0	0.0	0	14569	11.25	24853	11.4	11.0	11.0	11.0	11.0	6.37	0	5.64	0
rs0315	6440.6	6417.93	9.87	161.06939	2.78783	ALFALFA	2.51	0.14	2.77	0	1	1.14	0.08	1.14	1	14587	11.66	24875	11.6	11.73	11.73	11.76	11.76	1.99	0	2.09	0
rs0316	6383.7	6417.93	9.81	161.08887	2.79331	ALFALFA	2.51	0.14	2.77	0	1	1.75	0.11	1.13	1	14587	11.66	24875	11.6	11.73	11.73	11.76	11.76	1.99	0	2.09	0
rs0317	5491.6	5491.6	8.45	161.16674	2.25909	ALFALFA	1.43	0.07	2.9	0	0	0.0	0.0	0.0	0	0	0.0	20100	11.13	0.0	0.0	11.76	11.76	0.0	0	6.27	0
rs0318	5493.9	5493.9	8.09	161.20238999999998	3.29832	ALFALFA	1.15	0.09	2.5	0	0	0.0	0.0	0.0	0	0	0.0	26269	11.06	0.0	0.0	10.89	10.89	0.0	0	8.38	0
rs0320	5499.5	5497.67	9.73	161.28173999999999	3.67466	ALFALFA	1.79	0.1	2.46	0	0	0.0	0.0	0.0	0	13721	11.42	23990	11.38	11.0	11.0	11.02	11.02	9.01	0	9.21	0
rs0321	4766.6	4766.64	8.79	161.32089	1.46751	ALFALFA	2.42	0.08	2.65	0	1	1.54	0.09	0.31	2	0	0.0	22862	11.18	0.0	0.0	10.04	10.13	0.0	0	25.42	1
rs0323	4744.3	4744.3	9.15	161.34403	1.12404	ALFALFA	3.84	0.11	2.85	0	0	0.0	0.0	0.0	0	13425	11.21	26270	11.03	10.12	10.22	10.81	10.87	24.12	1	25.7	1
rs0324	5496.9	5520.02	9.61	161.44239	1.99737	ALFALFA	0.77	0.1	3.06	0	0	0.0	0.0	0.0	0	14636	11.39	24920	11.27	10.84	10.84	10.89	10.89	6.91	0	6.13	0
rs0328	6534.4	6558.2	8.91	161.49386	2.8325299999999998	ALFALFA	0.93	0.09	2.76	0	0	0.0	0.0	0.0	0	15974	11.1	23952	11.14	11.56	11.56	11.58	11.58	3.83	0	4.04	0
rs0329	5484.3	5479.67	9.91	161.5589	2.55622	AO	0.62	0.06	1.02	0	0	0.0	0.0	0.0	0	14842	11.51	25120	11.41	11.11	11.11	11.29	11.29	8.16	0	7.24	0
rs0330	6404.3	6406.37	8.73	161.64287	1.7744799999999998	GBT	1.1	0.03	0.9	0	0	0.0	0.0	0.0	0	0	0.0	23717	11.15	0.0	0.0	11.08	11.08	0.0	0	6.38	0
rs0331	6550.3	6514.16	9.57	161.66185	3.2438599999999997	ALFALFA	5.87	0.11	2.49	0	0	0.0	0.0	0.0	0	13705	11.4	20101	11.8	11.14	11.14	11.27	11.27	5.02	0	5.24	0
rs0332	6476.0	6514.16	8.49	161.69483	3.16178	ALFALFA	2.06	0.1	2.71	0	0	0.0	0.0	0.0	0	0	0.0	20101	11.8	0.0	0.0	11.27	11.27	0.0	0	5.24	0
rs0334	4696.9	4619.75	9.19	161.97743	0.8125399999999999	ALFALFA	2.04	0.12	3.35	0	0	0.0	0.0	0.0	0	14728	11.76	25013	11.76	10.3	10.4	10.25	10.35	35.67	1	28.11	1
rs0335	4620.2	4619.75	10.17	162.07922	0.8408399999999999	ALFALFA	2.51	0.18	4.02	0	0	0.0	0.0	0.0	0	14728	11.76	25013	11.76	10.3	10.4	10.25	10.35	35.67	1	28.11	1
rs0336	5631.4	5628.99	9.03	162.38203000000001	4.00725	ALFALFA	2.66	0.08	2.38	0	0	0.0	0.0	0.0	0	10247	11.17	20362	11.32	11.03	11.03	11.09	11.09	7.96	0	8.62	0
rs0337	6428.7	6435.26	9.31	162.57173	3.51255	ALFALFA	1.56	0.1	2.92	0	0	0.0	0.0	0.0	0	14823	11.3	25102	11.33	10.73	10.73	10.93	10.93	6.36	0	6.83	0
rs0339	5279.8	5281.56	9.13	162.68759	3.5135300000000003	ALFALFA	0.97	0.1	2.71	0	0	0.0	0.0	0.0	0	14878	11.19	25155	11.13	10.94	10.94	11.01	11.01	9.45	0	9.96	1
rs0341	4950.4	4942.64	8.69	162.90627	2.09496	ALFALFA	1.34	0.08	2.71	0	0	0.0	0.0	0.0	0	0	0.0	23918	11.1	0.0	0.0	10.93	10.93	0.0	0	7.62	1
rs0343	5412.4	5413.69	8.61	162.969	0.55438	ALFALFA	1.27	0.07	3.03	0	0	0.0	0.0	0.0	0	0	0.0	23862	11.11	0.0	0.0	11.28	11.28	0.0	0	3.64	0
rs0344	5555.5	5560.25	8.99	163.13711	3.0192099999999997	GBT	0.79	0.08	1.67	0	0	0.0	0.0	0.0	0	13690	11.12	26275	11.08	10.67	10.67	10.75	10.75	11.21	0	10.3	1
rs0347	5643.3	5631.31	9.85	163.26581000000002	4.63186	ALFALFA	2.27	0.08	2.33	0	1	2.26	0.08	1.56	1	14968	11.49	25225	11.63	10.88	10.88	11.13	11.13	7.53	0	8.15	0
rs0349	5751.0	5756.25	8.45	163.5302	4.94016	ALFALFA	1.47	0.08	2.35	0	0	0.0	0.0	0.0	0	0	0.0	24040	11.16	0.0	0.0	10.84	10.84	0.0	0	8.36	0
rs0350	6499.0	6499.15	8.93	163.69943	2.9479599999999997	ALFALFA	0.81	0.08	2.57	0	0	0.0	0.0	0.0	0	14875	11.12	25152	11.13	10.97	10.97	10.9	10.9	5.83	0	6.3	0
rs0351	6488.2	6513.47	10.73	163.89954	4.37763	ALFALFA	0.41	0.0	2.41	1	0	0.0	0.0	0.0	0	10248	12.25	25269	12.16	11.5	11.5	11.44	11.44	0.0	0	0.0	0
rs0352	6410.2	6513.47	8.97	163.91532	4.368869999999999	AO	0.25	0.02	0.27	0	1	0.08	0.01	0.08	1	10248	12.25	0	0.0	11.5	11.5	0.0	0.0	0.0	0	0.0	0
rs0356	6456.1	6467.85	10.29	164.56763	4.58368	ALFALFA	2.93	0.11	2.44	0	0	0.0	0.0	0.0	0	15041	11.93	25290	12.03	11.91	11.91	11.81	11.81	2.93	0	0.0	0
